GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US94110,ZCTA5 94110,27220,921,3.8,1.3,2.8,0.7,4,1,3.9,0.9,4,1.1,8.6,1.3,9.2,1.3,13.2,1.5,11.4,1.4,39.1,2.5,152115,11309,223044,11032,37.4,(X),(X),(X),(X),(X),13526,781,2.8,1.2,1.6,1.1,3.3,1.1,3.3,1,5.1,1.8,7.9,1.9,10.4,1.9,12.9,2,12.3,1.9,40.4,2.9,159524,13364,245270,15469,(X),(X),42.1,(X),(X),(X),9508,645,1.5,0.7,1,0.9,3.1,1.3,1.8,0.9,3.2,1.8,5.7,1.8,7.3,2.3,11.7,2,13.4,2.5,51.3,3.6,211957,25839,N,N,(X),(X),(X),(X),(X),(X),13694,874,5.8,2.5,4,1.3,4.8,1.6,4.7,1.5,4,1.3,9,1.8,8.8,2.1,12.9,2.3,9.8,1.9,36.2,3.8,136135,18145,194663,15999,(X),(X),(X),(X),30.6,(X)
860Z200US94111,ZCTA5 94111,2446,256,2.9,4.3,9.2,5.4,2.3,1.5,2.7,2.7,5.7,3.2,6.9,2.6,6.4,3.8,10.9,3.8,10.3,4,42.6,7,164107,30520,222915,29718,27.3,(X),(X),(X),(X),(X),1113,239,0,3.5,11.9,10.1,2,2.3,3.4,4.5,9.3,6.5,3.7,2.8,7.4,6.6,4,4.2,8,4.6,50.4,10.9,205875,59379,230149,41322,(X),(X),32.5,(X),(X),(X),886,203,0,4.4,3.2,3.7,2.5,2.9,4.3,5.6,9.9,7.7,2.6,2.5,9.3,8,4.6,5,8.9,5.6,54.7,12.6,213730,34739,N,N,(X),(X),(X),(X),(X),(X),1333,206,5.4,7.8,7.1,3.7,2.6,2.6,2,3.2,2.8,2.4,9.5,4.4,5.6,3.4,16.7,6.1,12.3,6.2,36.1,7.6,147663,32870,216876,38428,(X),(X),(X),(X),22.9,(X)
860Z200US94112,ZCTA5 94112,23106,728,2.5,0.9,1.6,0.6,3.4,1,4.9,1,5.8,1.2,11.3,1.6,12.5,1.7,17,1.9,13.7,1.6,27.1,2.2,120731,6194,162512,7759,45.6,(X),(X),(X),(X),(X),17319,651,1.3,0.6,1,0.5,3.7,1.2,3.7,1.1,5.1,1.3,11.2,1.4,14,2.2,19.9,2.3,12.7,1.6,27.2,2.7,123594,5266,163943,8072,(X),(X),47,(X),(X),(X),11785,637,0.7,0.5,0.9,0.5,3.4,1.4,3.2,1.2,3,0.9,9.9,1.8,13.9,2.7,18.3,2.4,12.6,1.9,34.1,3.5,140143,11418,N,N,(X),(X),(X),(X),(X),(X),5787,540,6.7,2.5,3.4,1.7,4.7,1.8,9.7,3.4,9.6,2.3,14.7,4,9.2,2.6,11.1,2.6,13.2,4,17.6,3.4,77482,14055,126255,13680,(X),(X),(X),(X),38.2,(X)
860Z200US94114,ZCTA5 94114,16946,726,2.9,1.4,2.3,0.9,3.6,1.1,2.9,0.8,3.7,1,7.5,1.7,7.7,1.7,10.6,1.7,11.3,1.9,47.5,3,184671,16894,254595,12391,31.2,(X),(X),(X),(X),(X),6250,381,1.1,0.9,0.2,0.3,1.6,1,1.2,0.7,1.6,0.9,4.3,2,4.9,1.7,10.5,2.3,10.6,2.8,63.9,3.6,249527,15321,338731,23782,(X),(X),29,(X),(X),(X),5492,362,0.1,0.2,0.1,0.2,1.6,1.2,0.5,0.5,1.2,0.7,3.8,2.2,3.8,1.3,10.4,2.5,9.5,2.8,68.9,3.6,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),10696,709,4.1,2,3.6,1.4,4.8,1.7,3.9,1.2,4.7,1.5,9.3,2.3,9.4,2.4,10.6,2.3,12.1,2.6,37.3,3.8,148867,17129,202779,12850,(X),(X),(X),(X),32.2,(X)
860Z200US94115,ZCTA5 94115,16737,764,4.6,1.3,7.4,2.6,5.4,1.3,4.5,1.4,3.5,1,4.8,1.2,6.1,1.2,13.6,2.4,12,2.3,37.9,2.8,149927,8915,215550,12105,33.3,(X),(X),(X),(X),(X),5616,492,1.6,1.2,2.8,2.4,5.1,2.1,3.7,2.6,3.7,2.1,5.8,2,5.7,2,8.7,2.8,11.5,3.4,51.4,4.5,205170,20280,325320,28290,(X),(X),36.7,(X),(X),(X),4299,424,0.3,0.4,1.2,1.1,3.9,2.1,3,2.6,3,1.9,5.8,2,3.9,1.7,7.8,2.8,11.9,3.2,59.3,4.8,240275,24567,N,N,(X),(X),(X),(X),(X),(X),11121,774,6.6,2,9.8,3.6,5.7,1.7,5,1.7,3.4,1.1,4.4,1.6,6,1.7,16.4,3.3,12.4,3,30.4,4,126397,15577,158285,11056,(X),(X),(X),(X),31.5,(X)
860Z200US94116,ZCTA5 94116,15368,727,1.6,0.7,2.9,1.4,3.8,1.5,4.1,1.4,5.2,1.5,7.7,1.6,8.1,1.9,18,3.1,12.3,1.6,36.3,2.9,145931,8843,201841,10686,40.1,(X),(X),(X),(X),(X),10769,600,0.6,0.4,0.4,0.4,2.2,1.4,3.1,1.4,4.9,1.8,6.8,1.8,9,2.3,18.1,3.6,13.7,2.3,41.4,3.4,165959,11442,221116,14022,(X),(X),41.1,(X),(X),(X),8581,584,0.7,0.5,0.2,0.3,0.9,0.7,3.1,1.6,4.6,2,5.9,1.9,6.8,2.2,16.6,3.4,12,2.6,49.2,3.9,191953,25940,N,N,(X),(X),(X),(X),(X),(X),4599,500,4.3,2.2,8.8,4.5,7.1,3.6,6.4,3,6.5,2.8,10.7,3.9,8.6,3.7,17.5,4.6,9,2.9,20.9,4.3,89415,18593,138229,17116,(X),(X),(X),(X),36,(X)
860Z200US94117,ZCTA5 94117,17619,754,2.9,1,1.2,0.6,2.2,0.8,3,1.4,3.8,1.1,5.4,1.3,8.2,1.7,14.6,2.1,12.1,1.7,46.5,2.6,190444,13956,242062,13561,35.7,(X),(X),(X),(X),(X),6145,537,0.8,0.6,0,0.6,0.9,0.9,2.6,3,1.3,1,4.2,1.5,5.8,2,11,3.6,11.3,3.2,62.1,4.8,249965,20506,320874,30130,(X),(X),36.4,(X),(X),(X),4978,486,0.3,0.3,0,0.8,0.8,0.8,0.1,0.2,0.5,0.6,3,1.4,3.6,1.7,11.3,4.1,11.5,3.5,69,4.8,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),11474,842,4.1,1.6,1.9,0.9,2.9,1.2,3.2,1.3,5.3,1.7,6.3,1.9,9.4,2.4,16.4,2.8,12.5,2.4,38.1,3.5,152877,12850,198824,11530,(X),(X),(X),(X),34.8,(X)
860Z200US94118,ZCTA5 94118,16984,907,2.3,0.9,2.7,0.9,4.8,1.3,2.4,0.9,5.3,1.9,7.4,1.5,8.8,1.9,14.7,2,10.8,2.2,40.7,3.1,157143,13130,227113,13701,31.7,(X),(X),(X),(X),(X),8379,638,0.5,0.5,0.6,0.5,2.4,0.9,1.5,0.8,4,2.3,6.3,2.3,9.4,2.5,13.2,2.7,9.4,3.2,52.7,4.5,216834,20140,294328,22744,(X),(X),28,(X),(X),(X),6670,549,0.2,0.3,0.3,0.5,2.4,1,1.2,0.9,1.2,0.9,5,1.9,8.6,2.7,11.2,2.8,9.9,3.8,60,4.8,244492,20486,N,N,(X),(X),(X),(X),(X),(X),8605,745,4,1.7,4.8,1.7,7.3,2.3,3.5,1.7,6.8,3.1,9.4,2.2,9.5,2.7,16.7,3.6,11.4,2.7,26.6,3.8,113512,9103,146065,10765,(X),(X),(X),(X),33.6,(X)
860Z200US94121,ZCTA5 94121,17955,762,3.5,1.2,3.7,1.3,3.9,1,3.9,1.2,5.7,1.1,9.4,1.9,10.3,2.3,14,1.7,14,2.2,31.6,2.3,132519,8520,187450,11620,35.5,(X),(X),(X),(X),(X),9887,551,1.4,0.7,2.1,1.2,3.2,1.2,2.2,1.1,5.4,1.7,8.1,2.6,7.9,2,14,2.1,16.2,3.1,39.5,3.2,163895,13055,231498,18162,(X),(X),33.5,(X),(X),(X),8082,548,0.4,0.5,1,0.6,2.3,1,2.3,1.2,5.3,1.9,6.8,2.7,7,2,11.9,2.2,18.3,3.6,44.6,3.7,186136,13358,N,N,(X),(X),(X),(X),(X),(X),8068,660,6.4,2.5,5.7,2,5.3,2,5.9,2.1,6.3,1.9,11.1,2.9,12.9,4.3,14.4,2.8,12.4,3,19.5,3,92697,10827,125888,9432,(X),(X),(X),(X),36.1,(X)
860Z200US94122,ZCTA5 94122,22420,860,3.4,1,2.2,0.7,3.1,0.9,4.6,1,4.3,1,9.4,1.4,10.8,1.9,14.5,1.9,14.1,1.9,33.6,2.6,141760,8490,179517,8655,33.4,(X),(X),(X),(X),(X),12995,793,1.3,1.1,0.7,0.4,1.7,0.9,3.1,0.9,4,1.4,8.8,1.7,9.9,2.2,16.2,2.5,17.3,2.7,37,2.9,162599,10547,201067,10717,(X),(X),35,(X),(X),(X),9697,568,0.3,0.3,0.4,0.4,1.1,0.6,2.9,1.1,3,1.4,5.6,1.4,10.4,2.7,13.9,2.4,18.7,3.2,43.7,3.7,178844,7314,N,N,(X),(X),(X),(X),(X),(X),9425,721,6.3,1.9,4.3,1.7,5.1,1.5,6.8,2.2,5.6,1.5,10.3,2.2,12.7,3.2,13.1,2.9,10.7,2.7,24.9,3.8,98097,6768,138455,12127,(X),(X),(X),(X),29,(X)
860Z200US94123,ZCTA5 94123,12732,511,1.9,1.1,2,0.9,1.5,0.8,0.8,0.5,4.2,1.3,5.2,1.3,5.2,1.5,12,1.8,13.2,2.4,54,3.5,211854,10420,300463,23892,29.5,(X),(X),(X),(X),(X),4534,415,2.1,2.7,0.7,0.7,0.7,0.8,0.3,0.5,3.8,2.4,1.6,1,3.7,2.3,6.6,2.3,8.5,2.9,72,4.9,"250,000+",***,434739,52653,(X),(X),29.9,(X),(X),(X),3833,410,2.1,2.8,0.5,0.6,0.8,1,0.4,0.6,3,2.7,1.4,1.1,2,1.4,5.6,2.5,5.7,2.9,78.6,5.2,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),8198,569,1.8,0.9,2.7,1.4,2,1.1,1,0.7,4.5,1.8,7.3,1.9,6,1.8,15,2.5,15.7,3.4,44,4.9,175049,15927,225372,22495,(X),(X),(X),(X),29.3,(X)
860Z200US94124,ZCTA5 94124,11165,493,8.9,2.1,5.3,1.5,7,2.2,7.5,1.9,7.1,2,13.6,2.2,9.6,2.1,14.8,2,10.9,2.2,15.4,2.5,76341,7758,111827,8960,50.9,(X),(X),(X),(X),(X),7879,485,5.7,2.3,3.2,1.5,6.4,2.2,8.2,2.7,7,2.4,13.6,2.6,13,3.1,17.3,3,10.8,2.6,14.7,2.6,82079,7762,113942,8911,(X),(X),54.7,(X),(X),(X),4471,393,2.7,1.9,1,0.9,4.2,2.1,4.3,2.3,5.7,2.5,11.9,3.1,15.1,4.7,20.2,4.6,12.5,3.5,22.5,4.3,109678,9353,N,N,(X),(X),(X),(X),(X),(X),3286,369,18.2,5.4,12.3,4.5,8.6,3.2,7.3,3.1,9.3,4.3,14,4.7,2.8,1.4,8.5,3.1,6.7,3,12.4,3.8,43100,12109,85219,14984,(X),(X),(X),(X),38.3,(X)
860Z200US94127,ZCTA5 94127,7351,611,2.6,1.3,0.9,0.7,2.4,1.5,2.9,1.5,3.9,1.9,5.4,1.9,10,3.3,10.3,3,11.7,3.9,50,5,200082,26295,285493,36630,39.8,(X),(X),(X),(X),(X),5271,465,1.2,1.2,0,0.8,1.3,1.1,1.8,1.3,4,2.4,4,2,9.4,2.9,8.8,2.8,13.1,5,56.6,5.4,229138,10954,323186,46621,(X),(X),37.2,(X),(X),(X),4567,489,1.3,1.4,0,0.9,1.1,1.1,1,0.9,1.5,1.1,3,1.8,9.4,3.1,8.2,3,14,5.5,60.5,5.7,239625,18190,N,N,(X),(X),(X),(X),(X),(X),2080,386,6.2,3.7,3.1,2.6,5.3,4.4,6,4.2,3.7,2.4,9.1,4.9,12.5,7.6,14.7,8.2,10.7,6,28.7,9.6,110179,35375,179787,39279,(X),(X),(X),(X),45.2,(X)
860Z200US94128,ZCTA5 94128,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US94129,ZCTA5 94129,1331,164,0,3,1.1,1.9,0.8,1.4,0.4,0.6,1.3,2,12.8,8.4,1.9,2.1,12.5,6.2,6.5,4.3,62.8,10.1,236445,20396,274058,42187,46.5,(X),(X),(X),(X),(X),775,184,0,5,0,5,1.4,2.4,0,5,0,5,13.7,13,5.2,4.5,5.9,5.6,5.8,5.1,68,13.8,"250,000+",***,324447,69200,(X),(X),43.7,(X),(X),(X),540,148,0,7.1,0,7.1,2,3.6,0,7.1,0,7.1,1.5,2.5,2.6,3.8,8.5,7.7,5.4,6.2,80,11.3,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),556,133,0,6.9,2.7,4.3,0,6.9,0.9,1.5,3.1,4.7,11.5,8.4,2,3.1,16.9,11.9,8.5,7.3,54.5,13.5,213359,54740,199417,29769,(X),(X),(X),(X),50.4,(X)
860Z200US94130,ZCTA5 94130,626,85,2.4,3.7,4.8,4.6,3.8,4.8,7.3,5.9,11,7.7,10.1,7.7,13.9,7.4,6.1,4.5,14.1,8.7,26.5,10.9,96000,51237,147150,32583,60.1,(X),(X),(X),(X),(X),298,71,7.4,8.5,2.7,4.8,8.1,10,13.1,10.7,20.1,14.2,15.8,11.6,11.1,8.7,8.4,7.9,3,4.6,10.4,9.6,43333,39759,74126,22475,(X),(X),61.4,(X),(X),(X),109,49,0,29.8,0,29.8,4.6,7.2,11,14.3,6.4,9.5,18.3,19.3,26.6,21.4,4.6,7.6,0,29.8,28.4,21.5,85298,29994,N,N,(X),(X),(X),(X),(X),(X),328,72,0,11.5,6.7,7.6,1.5,2.3,0,11.5,4.9,6.1,17.7,14.9,7.3,6.7,0,11.5,20.7,15.1,41.2,17.6,184259,46975,201513,51092,(X),(X),(X),(X),53.4,(X)
860Z200US94131,ZCTA5 94131,12477,566,3,1.5,2.6,1.5,1,0.5,3,1.4,3.1,1.1,5.8,1.7,5.8,2.2,12.6,2.2,13.6,2.1,49.4,3.1,196571,12521,259573,13573,31,(X),(X),(X),(X),(X),6653,482,1.5,1.2,1.3,0.8,0.4,0.4,3.7,2.1,2.2,1.5,2.9,1.6,4.3,3,12.3,3.1,14,2.8,57.5,5.2,231838,24746,304694,22602,(X),(X),31.6,(X),(X),(X),5490,419,0.8,0.9,1.1,0.9,0.4,0.4,1.3,1.1,0.9,0.8,1.9,1.2,3.1,3.3,12,3.2,13.3,2.9,65.1,5.8,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),5824,553,5.1,2.8,4.2,3,1.7,1,2.4,1.4,4.2,1.6,9.4,3.2,7.8,2.8,13.2,3.8,13.2,3.5,38.8,4.8,155929,18153,199425,19160,(X),(X),(X),(X),29.2,(X)
860Z200US94132,ZCTA5 94132,10576,767,5.2,1.5,4.8,2.1,6.5,2.3,2.9,0.9,6.7,1.7,14,4,9.1,1.9,14.4,2.6,15.1,3.6,21.3,3,104537,15802,146999,12385,33.8,(X),(X),(X),(X),(X),5381,466,2.1,1.5,2,1.5,4,2.1,3.8,1.7,5.1,1.9,9.9,3.8,8.9,2.3,17.5,3.6,16.9,3.5,29.6,3.8,139068,15207,178484,16814,(X),(X),35.3,(X),(X),(X),3835,402,1.5,1.4,1.1,1.1,4.1,2.7,3.2,1.9,4.2,1.9,7.7,5,9.2,2.9,16.6,3.9,16,4.1,36.4,5.4,160353,24464,N,N,(X),(X),(X),(X),(X),(X),5195,698,8.3,2.7,7.7,3.9,9.1,4.4,3.3,1.2,8.7,2.9,17.3,7.2,9.6,3.5,11.6,3.6,13.1,6.7,11.2,3.9,70582,6708,109443,17383,(X),(X),(X),(X),30.6,(X)
860Z200US94133,ZCTA5 94133,12998,633,7.4,1.7,8.4,2.2,10.2,2.5,9.1,2.4,6.4,1.6,7.4,2,10,1.8,10.5,2.5,5.8,1.5,24.7,2.9,77652,9512,141326,11529,33.4,(X),(X),(X),(X),(X),5769,519,3,1.7,5.2,3.4,13,3.4,10.2,4.3,5.4,2.2,6.4,3.2,11.7,2.8,9.9,2.8,6.2,2.5,29,5.3,91875,13441,157738,19777,(X),(X),37.1,(X),(X),(X),4101,452,2.6,2,3,2.4,13.7,4.1,5.5,3.5,5,2.3,7,4.2,9.5,2.9,10.5,3.2,5,2.8,38.2,7.1,115729,24773,N,N,(X),(X),(X),(X),(X),(X),7229,600,11.3,2.9,10.9,3.1,8,2.9,8.3,3.2,6.8,2.3,8.3,2.5,8.7,2.5,11,3.6,5.5,1.9,21.1,3.3,58528,13042,127800,17043,(X),(X),(X),(X),30.2,(X)
860Z200US94134,ZCTA5 94134,12467,658,4.6,1.3,4.5,1.4,6.8,1.5,4.3,1.2,5.6,1.3,11.9,2.5,11.3,2.1,18.7,2.5,8.9,1.8,23.3,2.9,104247,10918,142394,10622,47.9,(X),(X),(X),(X),(X),8992,524,2.7,1.1,1.6,0.9,5.2,1.6,4.6,1.8,5.6,1.4,14.4,2.9,12.4,2.4,20.4,3.1,10.3,2.1,22.7,3.2,109563,6180,146057,10843,(X),(X),50.8,(X),(X),(X),6119,528,0.6,0.5,0.8,0.6,4.1,1.7,3.9,2.3,5.2,1.6,13.3,3.4,11.5,3,22.2,4,10.6,2.5,27.8,4,123701,7936,N,N,(X),(X),(X),(X),(X),(X),3475,441,10.5,4,13.1,5.2,12.3,3.9,4.2,1.9,6,3.8,7.7,4.2,12.3,4.3,10.9,3.6,5,3.5,18,5.3,68329,22673,110776,20621,(X),(X),(X),(X),37.8,(X)
860Z200US94158,ZCTA5 94158,4501,500,1.5,1.3,10,3.1,2.9,2.5,5.6,4,5.4,3.8,2.4,2.3,5.1,3.9,12.3,5.9,7,4,47.7,8.3,180208,54722,244957,47979,36.4,(X),(X),(X),(X),(X),2569,472,0.7,1.3,1.2,1.9,0,1.5,6.2,5,6.3,5.6,1.2,1.9,8,6.6,13.7,9.2,5.1,4.3,57.7,12.2,248203,71703,308420,75757,(X),(X),44.3,(X),(X),(X),2289,448,0.8,1.5,0,1.7,0,1.7,6.2,5.2,7,6.2,0,1.7,4.5,4.4,13.4,10,5.8,4.8,62.3,12.4,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),1932,418,2.5,2.6,21.8,7.3,6.8,5.9,5,5.9,4.3,4.4,4,4.1,1.2,2,10.6,7.3,9.4,6.7,34.5,10.5,142879,88576,159569,32576,(X),(X),(X),(X),24.5,(X)
860Z200US94188,ZCTA5 94188,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US94301,ZCTA5 94301,7130,437,2.3,1.2,2.1,1.1,3.9,1.6,2.2,1.3,6.3,1.9,5.3,1.8,3.9,1.6,11.8,3.2,10.4,2.7,51.8,4.1,217611,22988,329555,28299,31.2,(X),(X),(X),(X),(X),4403,360,0.7,0.8,0.5,0.6,2.4,2,0.7,0.8,2.5,1.6,3.3,2,3.1,1.5,10,3.9,11.7,3.3,65,4.8,"250,000+",***,418352,41145,(X),(X),30.5,(X),(X),(X),3857,339,0,1,0.3,0.5,2.7,2.3,0.8,0.9,2.4,1.8,2.7,1.7,2.7,1.4,8.5,4,10.6,3.2,69.4,4.9,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),2727,367,4.8,3.1,5.1,2.7,6.4,2.8,4.7,3.2,12,4.8,8.4,3.4,6.1,3.5,14.1,5.3,9.2,4.1,29.2,6,112550,32713,181830,30959,(X),(X),(X),(X),31.4,(X)
860Z200US94303,ZCTA5 94303,14276,627,2.7,1.1,1.3,0.8,3.8,1.6,4.3,1.5,4.6,1.5,11,2.7,7.6,1.8,15.4,2.9,10.5,2.5,38.8,3.7,144259,22010,217198,14762,41.2,(X),(X),(X),(X),(X),11017,453,1.9,1.1,0.4,0.3,1.6,1.1,5.1,2,5.8,1.9,10.9,3.2,7.5,2.4,13.5,2.9,10.7,2.6,42.7,4.3,161671,14236,236111,16158,(X),(X),42.6,(X),(X),(X),8380,461,1.4,0.9,0.3,0.3,0.8,0.6,3,1.9,3,1.5,10.2,3.7,5.2,1.8,12.6,3.2,11.1,3.4,52.4,5.3,210275,21000,N,N,(X),(X),(X),(X),(X),(X),3259,573,6.8,3.6,4.4,3.5,11,5.8,6.7,3.2,5.7,3.8,11.5,5.2,6.8,3.5,18.7,7.2,6.4,3.3,22.2,6.2,92240,33660,132051,19745,(X),(X),(X),(X),30.3,(X)
860Z200US94304,ZCTA5 94304,2035,252,3.1,2.3,2.4,2.3,3.4,2.8,1.3,1.2,3.2,2.5,11.1,4.1,7.4,3,14.8,4.9,13.2,4.4,40,7.3,159637,24618,251544,33206,30.8,(X),(X),(X),(X),(X),1151,219,0,3.4,0,3.4,2.3,3.5,0.4,0.8,1.7,2.6,7,4.3,8.8,4.8,16.4,7.5,14.8,6.1,48.6,10.4,191023,54344,299213,45643,(X),(X),37,(X),(X),(X),982,201,0,4,0,4,0,4,0.5,0.9,2,3.1,5.3,4,6.8,4.3,16.3,8.7,17.3,7,51.7,11.3,204074,61684,N,N,(X),(X),(X),(X),(X),(X),884,138,7.1,5.1,5.5,5,4.9,4.4,2.4,2.5,5.1,4.1,16.5,7.4,5.7,3.9,14.7,7.6,9.2,5.1,29,10.4,110833,60180,188408,43510,(X),(X),(X),(X),22.6,(X)
860Z200US94305,ZCTA5 94305,3574,421,13.9,4.8,2.9,2.9,3.6,2,3.7,3.3,13.4,4.6,14.1,4.9,10.9,3.7,8.3,2.3,3.7,2.7,25.5,7.2,72500,14768,159907,21943,18.2,(X),(X),(X),(X),(X),1238,318,2.7,3.1,0.5,0.7,1.5,2.5,3.5,5.3,6.5,5.5,6.6,4.8,7.2,6.4,7,4.1,7.1,6.8,57.4,13.5,242500,68674,310823,54143,(X),(X),18.2,(X),(X),(X),1028,295,3.3,3.8,0.6,0.8,1.8,3,0,3.8,3.5,3.8,4.5,4.5,7.9,7.6,5.7,4,8.6,8.1,64.1,13.4,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),2336,318,19.8,7.2,4.2,4.5,4.6,2.9,3.8,4,17.1,6.2,18.1,6.5,13.1,4.7,8.9,3.8,2,1.8,8.5,4,50270,8218,79231,13739,(X),(X),(X),(X),18.2,(X)
860Z200US94306,ZCTA5 94306,10722,474,3.5,1.4,2,0.8,3.2,1.1,2.2,0.9,3.3,1.2,6.7,1.8,5.8,1.5,11.2,2.2,12,2.1,50,3.7,199800,21067,277534,18926,28.3,(X),(X),(X),(X),(X),7015,461,1.1,0.9,1,0.7,2.2,1.5,1.5,0.9,2.4,1.4,5.2,2,5.7,2,9.4,2.6,13.1,3,58.3,4.3,244375,24684,320182,26345,(X),(X),30.8,(X),(X),(X),5830,422,0,0.7,0.3,0.5,2.1,1.7,1.1,0.8,1.9,1.5,4.3,1.9,3.5,2,9.3,2.9,12.3,3.4,65.2,4.4,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),3707,476,8.3,3.4,3.7,1.9,5.2,2.3,3.7,1.9,5.1,2.3,10,3.8,7.4,2.8,13.6,3.7,10.1,3.9,32.9,6.2,118724,25514,187733,28071,(X),(X),(X),(X),23.3,(X)
860Z200US94401,ZCTA5 94401,12993,678,3.6,1.3,2.1,1,5.4,2,4,1.3,8.8,2.6,10.5,1.9,8.7,2,16.4,2.1,16,3.4,24.6,2.8,117678,10910,154335,9502,35.5,(X),(X),(X),(X),(X),7872,486,1.7,1.1,1.4,1.1,5,2.2,5,2.2,9.7,3.2,8.2,2,8,2.6,17.3,3.3,16.3,3.8,27.3,3.9,135461,15172,167672,12863,(X),(X),39.9,(X),(X),(X),5265,482,1.2,1.1,2,1.7,3.5,1.9,2.5,1.9,6.2,2.8,6.5,2.4,5.8,2.5,16.1,3.7,18.9,4.8,37.2,4.8,164003,15526,N,N,(X),(X),(X),(X),(X),(X),5121,650,6.8,2.7,3.1,1.8,7.6,3.5,4.2,1.9,7.1,4.6,14.9,4.2,11.7,3.5,12.9,3.1,15,6.6,16.8,4,87326,14029,121840,12985,(X),(X),(X),(X),27.7,(X)
