GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US95984,ZCTA5 95984,89,58,0,34.3,24.7,36.4,23.6,33.2,0,34.3,0,34.3,21.3,35,30.3,38.5,0,34.3,0,34.3,0,34.3,-,**,44255,24583,12.4,(X),(X),(X),(X),(X),27,42,0,63.3,0,63.3,0,63.3,0,63.3,0,63.3,0,63.3,100,63.3,0,63.3,0,63.3,0,63.3,-,**,N,N,(X),(X),0,(X),(X),(X),27,42,0,63.3,0,63.3,0,63.3,0,63.3,0,63.3,0,63.3,100,63.3,0,63.3,0,63.3,0,63.3,-,**,N,N,(X),(X),(X),(X),(X),(X),62,41,0,41.8,35.5,45.2,33.9,46.7,0,41.8,0,41.8,30.6,43.9,0,41.8,0,41.8,0,41.8,0,41.8,-,**,26631,17816,(X),(X),(X),(X),17.7,(X)
860Z200US95986,ZCTA5 95986,39,39,0,52.7,17.9,30,15.4,33.1,0,52.7,10.3,25.2,0,52.7,0,52.7,56.4,51.3,0,52.7,0,52.7,-,**,71982,49557,89.7,(X),(X),(X),(X),(X),28,37,0,62.2,0,62.2,21.4,49.3,0,62.2,0,62.2,78.6,49.3,0,62.2,0,62.2,0,62.2,0,62.2,-,**,N,N,(X),(X),100,(X),(X),(X),6,10,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),11,11,0,99.2,63.6,61.9,0,99.2,0,99.2,36.4,61.9,0,99.2,0,99.2,0,99.2,0,99.2,0,99.2,-,**,N,N,(X),(X),(X),(X),63.6,(X)
860Z200US95987,ZCTA5 95987,1878,166,2.7,2.1,2,2.2,7.9,4.4,8,5.4,10.8,5.6,10.8,5.6,21.6,7.3,12.8,5.5,13.5,6.6,9.8,7.3,82935,16139,105346,17730,31.9,(X),(X),(X),(X),(X),1467,165,0.9,1.5,1.1,1.7,3.4,3.2,8,6,11.1,5.8,13.3,7,22.9,9.7,14.5,6.8,12.7,6.8,12.1,9.1,90724,12506,115721,21699,(X),(X),26.9,(X),(X),(X),1261,142,0,3.1,0.9,1.2,2.5,2.9,6.8,5.6,7.1,5,14.1,7.9,25.5,10.4,14.3,6.8,14.8,8,14.1,10.6,92457,9976,N,N,(X),(X),(X),(X),(X),(X),411,146,9.2,7.9,5.1,8.2,24.1,15.6,8.3,9.8,9.5,10.3,6.1,7.5,14.4,13.6,6.8,8.4,16.5,15.7,0,9.3,46010,32157,62427,20777,(X),(X),(X),(X),49.9,(X)
860Z200US95988,ZCTA5 95988,2900,317,2,1.9,6.7,4,8.8,4.9,11.2,3.7,12.6,5.7,12.2,4.3,11.9,4.8,19.6,5.6,10.3,4.1,4.8,2.5,66023,12280,83237,7388,34.3,(X),(X),(X),(X),(X),1900,204,3.6,2.6,6.5,5.7,4.2,4,12.3,6.9,8.5,4.7,12.3,5.7,9.8,5.9,28.3,7.2,8.4,4.2,6.2,3.2,82857,23872,90614,8715,(X),(X),40.5,(X),(X),(X),1386,201,1.9,2.4,7.1,7.1,2.9,4.3,9.1,5.5,9.5,6,13.8,7.4,9.6,5.8,27.3,8.6,10.4,5.4,8.5,4.2,95750,14818,N,N,(X),(X),(X),(X),(X),(X),1000,313,3.1,4.5,2.7,2.8,20.8,13.4,16.1,8.9,17.8,12.4,12.7,7.2,7.7,5.5,13.8,13.5,3.1,3.2,2.2,2.7,41288,9626,57792,12067,(X),(X),(X),(X),22.6,(X)
860Z200US95991,ZCTA5 95991,14583,428,4.8,1.3,4.4,1.4,6.6,1.5,9.3,1.8,12.3,2,20.3,2.6,12.3,2.2,14.9,2.5,7,1.6,8.1,2.1,65072,5557,88291,7181,37.5,(X),(X),(X),(X),(X),10261,461,3.7,1.4,3.9,1.9,4.5,1.8,7.8,1.8,10.2,2.5,21.3,3.2,12.7,2.6,17.9,3.1,8.4,2,9.6,2.5,72795,5518,97844,9007,(X),(X),36,(X),(X),(X),6390,480,1.3,1.1,1.8,1.1,3.1,2,6.1,2.4,7,2.4,20.5,4.1,14.3,3.3,21.7,4.3,10.1,2.8,14.2,3.8,90545,9619,114251,8428,(X),(X),(X),(X),(X),(X),4322,397,9.7,3.3,7.6,2.5,12.5,3.2,15,3.9,15.9,3.7,16.5,4.7,10.3,3,8.3,3.1,2,1,2.2,2,42292,4429,56603,7485,(X),(X),(X),(X),36.6,(X)
860Z200US95993,ZCTA5 95993,12594,580,2.9,1.1,2.6,1.1,5.7,1.3,5.3,1.4,11.3,2.2,16.6,3.5,12.7,2.3,21.1,3,9.3,1.8,12.6,2.3,85863,7856,118876,15249,38.9,(X),(X),(X),(X),(X),9096,508,2,1.2,1.4,0.8,4.4,1.5,3.7,1.5,8.5,2.3,17.9,3.9,13.4,2.8,21.7,3.4,12.5,2.4,14.6,3.2,96272,8944,134312,20297,(X),(X),39.6,(X),(X),(X),7096,494,1.1,1.1,1.4,0.9,3.2,1.5,3.7,1.5,7.7,2.3,16.3,4.3,14.4,3.1,21.1,3.9,14.2,3,16.9,3.9,106417,9932,N,N,(X),(X),(X),(X),(X),(X),3498,445,5.1,2.4,6.1,3.5,10.5,3.3,11.1,4.2,17.2,5,17,6.1,11.5,4.2,13.3,5.1,2.7,1.8,5.4,2.4,49960,5159,72730,10355,(X),(X),(X),(X),37,(X)
860Z200US96001,ZCTA5 96001,13156,480,4.4,1.5,6,1.4,6.1,1.6,6.4,1.6,13,1.9,15.3,2.6,12.8,2.1,17.4,2.6,8.8,1.6,9.8,1.7,70701,8420,98418,5423,39.2,(X),(X),(X),(X),(X),8294,542,2.3,1.4,2.7,1.6,3.7,1.8,5.9,2.2,9.9,2.2,16.8,3.6,12.9,2.5,20.7,3.5,12.7,2.2,12.5,2.3,92538,8132,117184,7973,(X),(X),38.5,(X),(X),(X),5805,446,0.9,0.9,1.4,1,2,1.1,3.4,1.4,9,2.6,11.1,3,12.9,2.9,25.8,4.5,16.1,2.8,17.4,3,111542,5627,N,N,(X),(X),(X),(X),(X),(X),4862,371,7.9,3,12,2.7,10.9,3.4,8.4,2.4,19.6,3.7,13.7,3.4,10.9,3.2,10.1,2.7,3.2,1.8,3.4,1.8,42737,3192,61720,6672,(X),(X),(X),(X),37.9,(X)
860Z200US96002,ZCTA5 96002,12734,480,3.5,1.2,2.9,1.1,6.7,1.8,8.9,2,11.5,1.9,18.7,3.2,13,2.3,16.8,2.2,9.9,2.3,8,1.7,71608,4661,93347,5287,41.6,(X),(X),(X),(X),(X),8517,472,1.4,0.8,2.3,1.2,4.2,1.7,8.1,2.7,9.6,2.1,21,3.5,15.2,3.3,17.2,2.7,11.4,2.9,9.4,2.4,81438,6664,103460,7505,(X),(X),43.6,(X),(X),(X),6068,498,0.8,0.6,0.8,0.6,1.7,1.2,6.3,3.3,7.9,2,19.8,4.3,14.4,3.6,20,3.5,15.2,4.1,13,3.3,96850,8749,N,N,(X),(X),(X),(X),(X),(X),4217,368,8.7,3.5,6.4,2.7,14.3,4.7,10.8,3.4,16,4.4,16.5,4.8,11.9,3.7,8.9,2.9,1.8,1.5,4.7,2.2,44783,5146,59291,5562,(X),(X),(X),(X),36.3,(X)
860Z200US96003,ZCTA5 96003,18084,652,6.2,1.5,4.6,1.3,8.7,1.3,7.8,1.3,10.2,1.8,16.9,2,14.4,2.2,16.6,1.9,7.7,1.3,6.9,1.2,67440,4486,86424,4265,39.2,(X),(X),(X),(X),(X),10520,593,4.4,1.5,1.3,0.9,5.5,1.5,6.3,1.6,7.8,1.6,16.3,2.6,16.6,2.7,21.7,2.9,10.5,1.7,9.6,1.7,90044,4867,104266,5419,(X),(X),39,(X),(X),(X),7844,519,2.1,1.1,0.9,1,3.5,1.4,5.2,1.6,6.8,1.4,16,3.2,18.5,3.5,22.6,3.2,12.6,2.1,11.7,2.1,95392,5186,N,N,(X),(X),(X),(X),(X),(X),7564,628,9.3,2.7,9.3,2.7,13.3,2.6,11,2.6,14.7,3.7,18.1,2.8,10.4,3.3,8.2,2.4,3.5,1.7,2.2,1.1,41622,9341,57483,5935,(X),(X),(X),(X),38.4,(X)
860Z200US96006,ZCTA5 96006,196,74,0,18.4,5.6,8.5,10.2,11.4,16.8,14.5,27.6,17,12.8,11.7,6.6,9.3,14.3,16.5,2,4.8,4.1,7.1,40882,14353,58795,16691,30.1,(X),(X),(X),(X),(X),108,48,0,30,10.2,15.4,9.3,13.3,11.1,18,8.3,9,22.2,18.2,12,15.2,15.7,25.8,3.7,8.4,7.4,12.5,67727,33099,72115,25485,(X),(X),28.7,(X),(X),(X),84,40,0,35.6,13.1,20,11.9,17.1,14.3,22.7,10.7,10.9,15.5,16.6,0,35.6,20.2,32.6,4.8,10.7,9.5,16,-,**,N,N,(X),(X),(X),(X),(X),(X),88,51,0,34.6,0,34.6,11.4,19.8,23.9,25,51.1,32.4,13.6,20.3,0,34.6,0,34.6,0,34.6,0,34.6,38125,4385,37978,6004,(X),(X),(X),(X),31.8,(X)
860Z200US96007,ZCTA5 96007,9971,456,6.9,2.7,4.9,1.5,10.4,2.4,9.2,2.5,11.4,2.7,17.8,3.5,14.2,2.8,15.1,2.4,5.6,1.9,4.4,1.7,57517,7689,73993,4644,40.5,(X),(X),(X),(X),(X),6181,467,3.9,2,0.8,0.6,4.9,2.1,8.1,2.9,10.2,3.4,21.4,5,17.4,3.6,20.2,3.6,7.1,2.7,6,2.3,75555,5010,90112,6115,(X),(X),42.5,(X),(X),(X),4494,432,0.4,0.5,0.6,0.8,3.8,2.7,6.5,2.8,10.8,3.7,19.7,6,19.8,4.2,21.7,4.9,9,3.7,7.8,3.1,84701,9564,N,N,(X),(X),(X),(X),(X),(X),3790,393,13.1,6.1,12,3.8,20.2,5.3,11.8,4.3,12.9,3.5,13.7,4.7,8.2,3.7,4.4,1.9,1.8,1.9,1.9,2.1,27989,5384,43886,6335,(X),(X),(X),(X),35.9,(X)
860Z200US96008,ZCTA5 96008,420,137,8.3,10.5,0,9.1,0,9.1,1.7,1.9,9,7.9,16,12.7,16.7,15.2,34.8,18.4,2.1,3.4,11.4,9.1,89706,28331,108064,23530,44,(X),(X),(X),(X),(X),258,110,2.3,4,0,14.3,0,14.3,1.6,2,4.7,4.8,15.9,15.6,20.5,22.7,32.9,22.4,3.5,5.7,18.6,14.6,103313,28177,130475,36178,(X),(X),48.1,(X),(X),(X),255,111,2.4,4.1,0,14.5,0,14.5,1.6,2.1,4.7,4.9,16.1,15.8,20.8,23.1,33.3,22.7,3.5,5.7,17.6,14.7,103219,27707,N,N,(X),(X),(X),(X),(X),(X),162,93,17.9,25.2,0,21.7,0,21.7,1.9,3.6,16,18.1,16,18.6,10.5,15.1,37.7,31.8,0,21.7,0,21.7,71667,53599,72372,26771,(X),(X),(X),(X),37.7,(X)
860Z200US96009,ZCTA5 96009,111,44,3.6,7.2,8.1,12.5,0,29.4,27.9,17.8,30.6,21.7,22.5,21.5,0,29.4,5.4,7,1.8,3,0,29.4,47054,12125,44386,9460,26.1,(X),(X),(X),(X),(X),63,34,0,41.5,14.3,23.2,0,41.5,17.5,21.9,17.5,25.3,39.7,31.4,0,41.5,7.9,12.1,3.2,5.2,0,41.5,50057,6515,50221,14192,(X),(X),39.7,(X),(X),(X),58,32,0,43.2,15.5,24.9,0,43.2,19,23.4,19,27.2,43.1,32.9,0,43.2,0,43.2,3.4,5.6,0,43.2,49545,14789,N,N,(X),(X),(X),(X),(X),(X),48,28,8.3,16,0,47.5,0,47.5,41.7,28.4,47.9,29,0,47.5,0,47.5,2.1,4.3,0,47.5,0,47.5,37500,29197,36727,8226,(X),(X),(X),(X),8.3,(X)
860Z200US96010,ZCTA5 96010,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US96011,ZCTA5 96011,77,30,19.5,16.7,3.9,9.4,19.5,16.5,18.2,15.6,6.5,8.7,7.8,9.4,2.6,5.5,14.3,16.2,0,37.5,7.8,10,29219,19431,54914,22691,49.4,(X),(X),(X),(X),(X),37,21,0,54.1,8.1,18.9,16.2,17.5,24.3,22.6,0,54.1,8.1,13.6,24.3,30.6,10.8,16,0,54.1,8.1,13.3,-,**,67778,25178,(X),(X),59.5,(X),(X),(X),17,11,0,79.8,11.8,25.7,17.6,25.6,17.6,26.5,0,79.8,0,79.8,11.8,23.4,23.5,33.1,0,79.8,17.6,28.9,-,**,N,N,(X),(X),(X),(X),(X),(X),40,21,37.5,29.2,0,52,22.5,27.2,17.5,19.8,7.5,14.9,7.5,13.5,0,52,0,52,0,52,7.5,14.3,21071,16707,36468,29699,(X),(X),(X),(X),40,(X)
860Z200US96013,ZCTA5 96013,1605,188,4.9,3.7,4.2,3.2,12.8,5.7,8.3,3.8,9.4,4.5,25,9.3,11.9,5.1,12.4,6.3,6.9,4.3,4,3.4,55865,12279,73700,9696,42.9,(X),(X),(X),(X),(X),1052,176,3.6,4.6,0.6,1,5.3,5.9,3.2,2.8,19.4,10.5,24.4,9,13,6.6,15,8.6,10.6,6.7,4.8,4.4,67024,15156,88455,12065,(X),(X),40.9,(X),(X),(X),737,146,0,5.3,0.8,1.4,3.7,5.7,3.8,3.7,9.8,5.1,26.3,10,17.6,8.4,17.4,10.6,13.7,8.8,6.9,6.6,86728,16556,N,N,(X),(X),(X),(X),(X),(X),553,146,14.3,9.8,11.2,8.9,25.9,12.2,17.9,7.9,5.8,5.1,10.8,8.3,4.2,5.1,7.4,7.9,0,7,2.5,4.3,23661,8741,41133,12968,(X),(X),(X),(X),31.5,(X)
860Z200US96014,ZCTA5 96014,99,69,19.2,28.7,24.2,37.7,0,32,7.1,12.5,0,32,16.2,22.6,0,32,33.3,38.7,0,32,0,32,-,**,59010,42767,56.6,(X),(X),(X),(X),(X),49,54,0,47,0,47,0,47,0,47,0,47,32.7,52.6,0,47,67.3,52.6,0,47,0,47,-,**,N,N,(X),(X),100,(X),(X),(X),49,54,0,47,0,47,0,47,0,47,0,47,32.7,52.6,0,47,67.3,52.6,0,47,0,47,-,**,N,N,(X),(X),(X),(X),(X),(X),50,40,38,55.9,48,52,0,46.5,14,21.4,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,13125,9878,12298,4329,(X),(X),(X),(X),14,(X)
860Z200US96015,ZCTA5 96015,121,75,0,27.5,0,27.5,0,27.5,0,27.5,61.2,31.6,13.2,18.5,0,27.5,25.6,25.4,0,27.5,0,27.5,44918,25819,60916,16209,64.5,(X),(X),(X),(X),(X),88,70,0,34.6,0,34.6,0,34.6,0,34.6,52.3,46.4,12.5,20.9,0,34.6,35.2,39.7,0,34.6,0,34.6,-,**,66128,24729,(X),(X),64.8,(X),(X),(X),88,70,0,34.6,0,34.6,0,34.6,0,34.6,52.3,46.4,12.5,20.9,0,34.6,35.2,39.7,0,34.6,0,34.6,-,**,N,N,(X),(X),(X),(X),(X),(X),33,35,0,57.3,0,57.3,0,57.3,0,57.3,84.8,34.5,15.2,34.5,0,57.3,0,57.3,0,57.3,0,57.3,47604,13413,47015,8401,(X),(X),(X),(X),63.6,(X)
860Z200US96016,ZCTA5 96016,143,83,20.3,24.8,0,24.1,16.1,23.2,0,24.1,0,24.1,46.2,31.4,12.6,15.5,4.9,10.1,0,24.1,0,24.1,51573,40091,47706,19330,69.9,(X),(X),(X),(X),(X),120,76,24.2,30.1,0,27.7,0,27.7,0,27.7,0,27.7,55,33.7,15,18,5.8,12.1,0,27.7,0,27.7,55000,20495,52663,20347,(X),(X),64.2,(X),(X),(X),91,67,0,33.9,0,33.9,0,33.9,0,33.9,0,33.9,72.5,28.2,19.8,25.3,7.7,17,0,33.9,0,33.9,65813,19348,N,N,(X),(X),(X),(X),(X),(X),23,35,0,68.6,0,68.6,100,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,-,**,N,N,(X),(X),(X),(X),100,(X)
860Z200US96017,ZCTA5 96017,78,31,5.1,8.3,0,37.2,28.2,20.7,6.4,11.1,17.9,15.9,21.8,16.6,2.6,4.5,11.5,11.7,0,37.2,6.4,10.2,42500,19392,66867,35622,20.5,(X),(X),(X),(X),(X),44,25,9.1,14.5,0,49.6,40.9,29.4,11.4,18.5,20.5,21.9,2.3,5.8,4.5,8.1,11.4,16.7,0,49.6,0,49.6,26250,17403,38332,15775,(X),(X),15.9,(X),(X),(X),31,22,12.9,20.8,0,59.1,58.1,30.1,0,59.1,3.2,8.8,3.2,8.5,6.5,12.1,16.1,24.2,0,59.1,0,59.1,22969,13124,N,N,(X),(X),(X),(X),(X),(X),34,20,0,56.4,0,56.4,11.8,17.9,0,56.4,14.7,22.7,47.1,30.7,0,56.4,11.8,14.6,0,56.4,14.7,21.9,63750,18572,103794,67114,(X),(X),(X),(X),26.5,(X)
860Z200US96019,ZCTA5 96019,3958,236,7.7,4.1,5.4,2.5,14.6,3.6,8.3,2.8,12.5,3.6,14.4,3.9,17,3.8,12.9,4.1,4.1,2.3,3.3,1.5,53776,11335,67956,7374,41.2,(X),(X),(X),(X),(X),2749,179,3.8,2.9,2.2,2,10.6,3.9,8.9,3.5,13.4,3.8,16.8,4.6,21.2,6.5,12.9,4.2,5.6,3.2,4.7,2.2,63975,11979,78628,8089,(X),(X),40.6,(X),(X),(X),1829,199,0.5,0.8,0.2,0.4,11.5,4.8,2.1,2.1,12.2,4.7,17.1,5.8,24.6,6.8,18.2,5.7,6.8,4.2,6.7,3.3,82227,8178,N,N,(X),(X),(X),(X),(X),(X),1209,246,17.8,10.9,16.2,7.4,19.9,6.9,9.8,5.5,12.2,6.7,10.4,5.7,8.6,4.9,4.2,3.4,0.7,1.3,0,3.3,24058,4828,35274,7466,(X),(X),(X),(X),39.6,(X)
860Z200US96020,ZCTA5 96020,1125,166,2.9,3.9,1.5,1.8,5.2,5.2,5.6,5.1,13.5,8.5,14.8,7.5,18.5,8.5,10.3,4.9,6.3,4.8,21.3,10.7,85536,18565,120219,25044,71.3,(X),(X),(X),(X),(X),756,167,0,5.1,0,5.1,5.3,7.3,3.4,4.4,2.4,2.4,19,10.6,18.7,10.4,11.4,7.9,8.7,7.2,31.1,13.9,118393,54305,150855,31165,(X),(X),75,(X),(X),(X),625,162,0,6.2,0,6.2,6.4,9.1,0.8,1.2,1.4,1.6,19.5,10.8,19.8,11.9,13.8,9.5,5.6,4.9,32.6,16.4,119018,53665,N,N,(X),(X),(X),(X),(X),(X),369,130,8.9,12.2,4.6,5.4,5.1,6.4,15.7,15.4,30.6,20.1,6,7.3,18.2,13.5,8.1,8.4,1.4,2.5,1.4,2.3,43328,8615,56897,15739,(X),(X),(X),(X),63.7,(X)
860Z200US96021,ZCTA5 96021,5384,327,4.9,2.6,4.1,1.9,8.8,3.1,14.4,4.2,12.6,4.2,17.7,5.2,16.3,4.1,13.1,3.7,5.8,3.4,2.3,1.4,56724,8453,71680,7898,34.8,(X),(X),(X),(X),(X),3841,329,6.4,3.7,1.1,0.9,4.7,3,12,4.3,10.3,4.1,20.3,6.6,17.8,5.3,17.4,5.1,7.1,4.1,3,1.8,64359,13142,80162,8180,(X),(X),32.9,(X),(X),(X),2750,288,1.4,1.9,0.1,0.2,2.8,1.6,6.9,3.9,11.2,5.3,22.5,8.3,20.2,7,21.9,7.1,8.9,5.5,4.1,2.5,80023,7596,N,N,(X),(X),(X),(X),(X),(X),1543,337,12.7,7.9,11.8,6.3,19,8.5,20.5,9.7,18.4,11.2,9.7,5.9,2.9,2.2,2.4,2.4,2.6,3.1,0,2.6,26994,3324,34868,6083,(X),(X),(X),(X),32.3,(X)
860Z200US96022,ZCTA5 96022,5708,432,5.1,2.6,4.3,2.6,4.7,2.3,7.3,2.6,9.9,3.3,15.8,3.5,15.3,4,21.7,4.9,6.7,2.4,9.2,4.4,81150,9199,99587,16256,35.1,(X),(X),(X),(X),(X),4073,413,4.1,2.2,2.1,2,2.7,2.2,4.8,2.7,7.8,3.6,16.9,4.6,16.8,4.9,25.8,6.6,7.6,3.2,11.3,5.9,93175,8555,114362,21000,(X),(X),33.2,(X),(X),(X),3100,362,2.5,2.1,1.2,1.7,2.3,1.8,4.2,2.5,3.7,2.3,16.1,4.4,18.7,5.9,28.7,8.4,9.2,4,13.5,7.5,100777,8318,N,N,(X),(X),(X),(X),(X),(X),1635,276,12,7.6,9.9,7.2,9.5,5.7,13.5,7,16.3,6.3,12.2,6.2,14.6,7.7,6.5,5.1,4.5,3.3,1,1.7,40383,12854,51464,10486,(X),(X),(X),(X),36.8,(X)
860Z200US96023,ZCTA5 96023,485,85,10.1,4.9,1.9,1.6,20.8,8.3,13.2,6.4,19.6,9,12.6,4.7,11.8,6.7,7.6,5.9,2.1,2.6,0.4,0.8,37438,6584,52457,11173,28.9,(X),(X),(X),(X),(X),278,59,6.5,6.6,5.8,6.6,12.6,11.8,11.9,8.1,15.5,9.8,14.7,7.7,16.9,10.7,12.6,9.9,3.6,4.5,0,13.4,44063,20296,58401,12136,(X),(X),29.9,(X),(X),(X),178,56,0,20,1.1,2.2,14.6,17.6,3.4,4.6,13.5,10.7,17.4,10.8,26.4,15.7,19.7,15,3.9,6.7,0,20,75000,23982,N,N,(X),(X),(X),(X),(X),(X),207,58,15,8.6,3.4,2.9,31.9,14.2,14,9.9,25.1,17,6.3,5.7,2.4,2.7,1,2.2,0,17.5,1,1.9,24750,11825,41273,23352,(X),(X),(X),(X),27.5,(X)
860Z200US96024,ZCTA5 96024,369,96,8.1,7.2,3.5,4.6,17.3,10.5,6.8,8.7,8.7,6.7,11.4,10.6,13.3,11.8,14.1,12.8,2.4,3.5,14.4,12.1,51971,38069,80451,23600,32.5,(X),(X),(X),(X),(X),122,58,0,27.3,0,27.3,4.1,6.6,9.8,11,21.3,21.7,21.3,23.6,0,27.3,12.3,15.8,7.4,9.9,23.8,24.7,-,**,100776,38957,(X),(X),44.3,(X),(X),(X),116,56,0,28.4,0,28.4,4.3,6.9,5.2,8.9,22.4,22.2,22.4,25.3,0,28.4,12.9,16.5,7.8,10.3,25,25.9,-,**,N,N,(X),(X),(X),(X),(X),(X),247,80,12.1,10.4,5.3,6.6,23.9,15,7.7,12.3,0,14.9,6.5,10.2,19.8,17.2,15,17.1,0,14.9,9.7,11.8,-,**,70140,27514,(X),(X),(X),(X),26.7,(X)
860Z200US96025,ZCTA5 96025,1017,105,4.9,2.9,5.4,3.7,14.6,4.5,11.3,4.1,25.3,6.6,15.3,5.2,10.6,3.8,8,2.8,2.1,1.4,2.6,1.6,41703,3901,56513,4991,44.2,(X),(X),(X),(X),(X),512,81,3.1,2.5,1.8,2,6.8,4.5,6.1,3.4,27.9,8.7,20.1,8.2,13.3,5.2,13.3,5.5,3.5,2.6,4.1,2.9,56094,5979,70604,7951,(X),(X),40,(X),(X),(X),348,64,0.3,0.8,0,10.8,0.6,1.4,8.3,4.6,30.2,11.5,19.8,11.3,16.7,6.8,17.8,7.7,2,2.4,4.3,3.6,60625,8543,N,N,(X),(X),(X),(X),(X),(X),505,88,7.7,5.1,10.3,7.5,22.4,8.4,15.8,7.1,23.4,10.4,9.9,5,7.1,5.2,1.8,1.5,0.6,0.9,1,1,29583,7280,39451,5348,(X),(X),(X),(X),47.3,(X)
860Z200US96027,ZCTA5 96027,778,137,5.7,4.7,4,3.7,8.2,6.7,6.3,6.4,19,10.7,22.1,8.9,11.4,6.2,15.7,8.2,5,3.5,2.6,3.5,59688,11894,73643,12983,41.4,(X),(X),(X),(X),(X),554,139,4.2,5.4,2.7,3.9,5.8,8.2,6.9,8.4,15.5,12.8,28,12.3,11.9,8.1,18.1,11.3,7,5,0,7,67308,9541,72605,10499,(X),(X),43.9,(X),(X),(X),365,109,0,10.4,0.3,0.6,8.8,11.7,0,10.4,3.6,4.1,36.4,15.3,18.1,12.4,22.2,14.3,10.7,7.4,0,10.4,75583,23180,N,N,(X),(X),(X),(X),(X),(X),224,72,14.7,13.5,13.4,11.7,14.3,9.6,4.9,7.8,16.1,11.6,7.6,6.9,10.3,9,9.8,9.5,0,16.3,8.9,11.5,36500,16875,72465,37514,(X),(X),(X),(X),31.7,(X)
