census_tract,num_bll_indicator,perc_bll_indicator,num_bll,tract_name,imprisonment_rt,total_pop_2020,male_population,median_age,white,black,native_am,asian,pac_islander,other_race,age_0_to_14,age_15_to_29,age_30_to_44,age_45_to_64,perc_male,med_income,POC_other,race_categorical
06085507203,5,7.936507936507936,63,"Santa Clara County, Census Tract 5072.03",207,2891,1450,40.9,60.8,0.6,0.4,22,0,3.8,19.6,16.6,20.299999999999997,30.2,50.15565548253199,170735,4.8,below_median_poc_other
06073020902,1,5,20,"San Diego County, Census Tract 209.02",179,2306,1200,47.6,80.1,1.4,0.5,1.3,0,5.9,16.6,13.2,17.1,29.799999999999997,52.03816131830009,92739,7.800000000000001,below_median_poc_other
06013380001,0,0,67,"Contra Costa County, Census Tract 3800.01",53,3773,1752,46.5,50.8,9.4,0.5,22.8,0.4,4.4,8,10.5,29.7,31,46.43519745560562,101811,14.3,below_median_poc_other
06065045619,11,1.794453507340946,613,"Riverside County, Census Tract 456.19",181,4407,2250,25,17,0.2,7.5,0.4,0,55.2,30.7,25.9,20.6,17.799999999999997,51.05513955071477,20660,62.900000000000006,above_median_poc_other
06099003201,3,0.6550218340611353,458,"Stanislaus County, Census Tract 32.01",265,5641,2763,33.5,29.3,2,2.8,3,0.5,46.7,24,21.3,21.1,21.9,48.980677184896294,48040,51.5,above_median_poc_other
06081606800,1,3.4482758620689653,29,"San Mateo County, Census Tract 6068",60,3344,1565,45.7,49.2,0.5,0.2,37.2,1,2.1,16.1,13.299999999999999,19.4,29.4,46.80023923444976,173194,2.8,below_median_poc_other
06065041413,2,0.8163265306122449,245,"Riverside County, Census Tract 414.13",112,7148,3523,40.2,44.7,6.7,0.6,19.4,0.2,11.9,20.1,18.7,17.8,29.7,49.28651371012871,168137,19.2,below_median_poc_other
06037201302,0,0,119,"Los Angeles County, Census Tract 2013.02",231,3882,1781,42.5,29,5.9,0.9,37.5,0.2,11.3,9.8,14.2,29.5,25.5,45.87841318907779,102654,18.1,below_median_poc_other
06001443103,0,0,28,"Alameda County, Census Tract 4431.03",50,3972,1935,49.4,10.7,0.3,0.1,84.7,0.1,0.9,12.3,19.4,12.3,35.400000000000006,48.716012084592144,204563,1.3,below_median_poc_other
06113011301,4,4.444444444444445,90,"Yolo County, Census Tract 113.01",240,2079,1007,34.6,49.1,1.9,3.6,2.1,0.2,24,23,20.5,17.299999999999997,22.499999999999996,48.43674843674844,78300,29.5,above_median_poc_other
06071009139,2,0.5089058524173028,393,"San Bernardino County, Census Tract 91.39",342,5833,2835,30,23.8,17.6,2.1,7.2,0.3,33.9,24.900000000000002,25.3,19.2,23,48.60277730156009,NA,53.6,above_median_poc_other
06077005137,1,0.25,400,"San Joaquin County, Census Tract 51.37",194,7717,3790,34.6,34.2,6.8,1.9,24.7,1.1,15.4,22.7,20.799999999999997,22.2,24,49.11234935855903,102000,24.1,above_median_poc_other
06013345102,2,6.451612903225806,31,"Contra Costa County, Census Tract 3451.02",118,4226,2056,41.8,53,1.7,0.1,28.7,0.3,3.3,21.2,15.9,18.7,29.9,48.65120681495504,164094,5.1,below_median_poc_other
06037460401,0,0,28,"Los Angeles County, Census Tract 4604.01",188,1063,516,42.4,27.7,28.8,0.4,9.6,0,18.3,16.4,17,20.3,28.400000000000002,48.54186265286924,92917,47.5,above_median_poc_other
06085506000,6,2.8169014084507045,213,"Santa Clara County, Census Tract 5060",162,4938,2440,36.7,42,1.8,0.6,35.1,0.4,8.2,16.9,17.9,28.3,23.4,49.41271769947347,135208,10.6,below_median_poc_other
06037204110,13,6.467661691542288,201,"Los Angeles County, Census Tract 2041.1",390,2811,1376,35,14.2,0.5,4.9,1.1,0.1,56.4,19.799999999999997,23,21.6,22.4,48.950551405193885,59067,61.8,above_median_poc_other
06111006301,3,3.5294117647058822,85,"Ventura County, Census Tract 63.01",15,6472,3062,50.2,72.8,1.2,0.5,6.9,0.3,6.4,14.8,14.799999999999999,13.8,27,47.3114956736712,83411,8.1,below_median_poc_other
06037103401,0,0,109,"Los Angeles County, Census Tract 1034.01",238,2516,1258,44,67.7,1.5,0.7,9.9,0,9.9,15.7,14.899999999999999,20.700000000000003,28.1,50,109271,12.100000000000001,below_median_poc_other
06077004701,0,0,49,"San Joaquin County, Census Tract 47.01",248,2815,1398,41.9,62.2,0.7,1.1,1.2,0.4,18.2,18.5,16.4,19.099999999999998,25.6,49.662522202486684,72292,20,below_median_poc_other
06019004211,9,3.0821917808219177,292,"Fresno County, Census Tract 42.11",318,6899,3361,33.2,40.5,10.2,1.7,11.2,0.2,19.6,22.5,21.8,22.799999999999997,22.1,48.71720539208581,70515,31.5,above_median_poc_other
06085506606,2,1.1494252873563218,174,"Santa Clara County, Census Tract 5066.06",198,4537,2262,38.5,41.6,1.9,1.2,31.6,0.3,11.8,18,17.4,24.5,25.9,49.8567335243553,101520,14.9,below_median_poc_other
06095252204,0,0,124,"Solano County, Census Tract 2522.04",76,5267,2561,42.1,46.7,6.6,0.5,27.4,0.2,4.1,19.6,14.7,19.8,27.599999999999998,48.62350484146573,121587,11.2,below_median_poc_other
06019005407,1,1.3333333333333335,75,"Fresno County, Census Tract 54.07",192,3122,1521,39.5,60.8,2.5,1.9,7.9,0.4,11.9,14.7,21.4,19.7,20.7,48.71877001921845,80177,16.3,below_median_poc_other
06061021304,0,0,73,"Placer County, Census Tract 213.04",175,6258,3159,43.2,78.8,0.6,1.2,1.4,0.1,6.2,18.2,15.400000000000002,18.4,28.700000000000003,50.47938638542665,87353,8,below_median_poc_other
06071002706,6,0.7272727272727273,825,"San Bernardino County, Census Tract 27.06",204,14194,7199,33.8,32.2,15.4,1.3,7.5,0.3,26,22.4,20.900000000000002,26.000000000000004,21.700000000000003,50.718613498661405,110170,42.7,above_median_poc_other
06019005527,3,3.8461538461538463,78,"Fresno County, Census Tract 55.27",354,3381,1508,50.6,66.7,3.5,1.1,8.2,0,6.8,14.7,13.499999999999998,16,22.400000000000002,44.602188701567584,78906,11.399999999999999,below_median_poc_other
06065040903,3,1.8292682926829267,164,"Riverside County, Census Tract 409.03",545,2739,1334,35.1,30.9,5,1.6,4.5,0.6,29.8,20,23.1,20.6,23.5,48.70390653523184,58854,36.4,above_median_poc_other
06085508102,30,12.875536480686694,233,"Santa Clara County, Census Tract 5081.02",96,4143,2157,34.9,23.7,1.2,0.2,67.7,0.1,1.9,22,18.6,28.700000000000003,21.4,52.06372194062274,190909,3.3,below_median_poc_other
06037141304,0,0,101,"Los Angeles County, Census Tract 1413.04",99,3015,1407,39.4,74.5,4.7,0.3,6.2,0.1,5,12.899999999999999,15.1,30.2,23.2,46.666666666666664,101455,10,below_median_poc_other
06073013301,7,2.2151898734177213,316,"San Diego County, Census Tract 133.01",321,5271,2567,38.7,31.3,2.4,1.8,5.4,0.6,30.4,18,19.4,21.3,26.6,48.70043634983874,89349,34.6,above_median_poc_other
06029005103,3,2.5423728813559325,118,"Kern County, Census Tract 51.03",256,2726,1302,46.9,77,1.1,1.8,1.3,0.2,7.4,16,17.2,15,25.300000000000004,47.76228906823184,37292,10.3,below_median_poc_other
06037532500,11,4.280155642023346,257,"Los Angeles County, Census Tract 5325",363,3838,1877,34.3,12.1,1.1,2.6,2,0,64.3,19.4,23.8,21.7,24.9,48.905680041688385,52639,68,above_median_poc_other
06085512030,2,1.9417475728155338,103,"Santa Clara County, Census Tract 5120.3",129,3096,1547,40.9,47.5,2.3,0.7,27,0.7,9,19.6,15.3,20.7,29.1,49.96770025839793,161932,12,below_median_poc_other
06033000402,7,5.384615384615385,130,"Lake County, Census Tract 4.02",431,2775,1329,49.2,72.9,0.9,3.4,2.5,0.3,9.4,15.1,13.6,17.4,27.200000000000003,47.89189189189189,35450,13.7,below_median_poc_other
06059099251,5,4.3478260869565215,115,"Orange County, Census Tract 992.51",87,5771,2742,36.8,38,1.6,0.8,35.8,0.4,11.6,18.8,19,23.7,23.700000000000003,47.51342921504072,74097,14,below_median_poc_other
06037135201,0,0,57,"Los Angeles County, Census Tract 1352.01",499,2592,1263,41.6,62.5,3,0.8,15.8,0,6.6,18.9,18.4,17.5,28.000000000000004,48.726851851851855,105841,10.399999999999999,below_median_poc_other
06047000201,1,0.8620689655172413,116,"Merced County, Census Tract 2.01",300,3325,1702,33.8,41.1,0.2,3,2.4,0,38.6,21.9,23.1,17.3,24.7,51.18796992481202,75000,41.800000000000004,above_median_poc_other
06037115401,4,1.257861635220126,318,"Los Angeles County, Census Tract 1154.01",317,5980,2974,36.7,34.5,5.1,1.2,13.1,0.1,31.7,19.2,21.2,21.2,24.9,49.73244147157191,61875,38,above_median_poc_other
06081610400,10,3.546099290780142,282,"San Mateo County, Census Tract 6104",179,5580,2847,34.6,27,1.6,3.2,5.6,1.5,44.2,20,21.8,24.9,23.1,51.02150537634409,78337,49,above_median_poc_other
06071007603,6,1.675977653631285,358,"San Bernardino County, Census Tract 76.03",413,5059,2466,32.4,28.1,13.3,2.1,6.6,0.2,37,24.3,22.3,20.200000000000003,21.299999999999997,48.744811227515314,45129,52.4,above_median_poc_other
06073017034,3,2.380952380952381,126,"San Diego County, Census Tract 170.34",143,4893,2454,37.7,54.3,2.9,0.5,21.9,0.2,5.8,21,17.1,23.400000000000002,25.8,50.153280196198644,113438,9.2,below_median_poc_other
06067009321,3,0.9433962264150944,318,"Sacramento County, Census Tract 93.21",400,5975,2899,35.7,18.3,13.5,0.9,40.3,1.5,12.2,20.3,22.299999999999997,19.5,25.9,48.51882845188285,84036,26.6,above_median_poc_other
06037210010,8,3.755868544600939,213,"Los Angeles County, Census Tract 2100.1",530,3190,1565,36,12.2,3.6,4,14.7,0,51.3,17.1,22.6,22.1,21.1,49.059561128526646,30703,58.9,above_median_poc_other
06037980022,0,0,1,"Los Angeles County, Census Tract 9800.22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037191810,7,5.384615384615385,130,"Los Angeles County, Census Tract 1918.1",427,3028,1591,33.9,30.7,5.4,3.5,6.1,0.4,41.1,11.600000000000001,28.1,28.099999999999998,23.299999999999997,52.54293262879789,48584,50,above_median_poc_other
06037125102,4,5.333333333333334,75,"Los Angeles County, Census Tract 1251.02",175,2280,1109,39.7,68.8,5.3,0.5,6.3,0.1,5,17.4,15.2,27,26.4,48.640350877192986,108021,10.8,below_median_poc_other
06037603200,2,1.6666666666666667,120,"Los Angeles County, Census Tract 6032",125,3199,1527,46.5,13.7,9.9,0.7,46.7,0.5,15.6,14,13.3,20.700000000000003,28.5,47.733666770865895,82237,26.2,above_median_poc_other
06075017603,1,0.8264462809917356,121,"San Francisco County, Census Tract 176.03",127,5518,3140,35,34.4,7.8,1.1,37.5,0.6,9,9.2,27.9,29.5,23.3,56.904675607104025,80613,17.9,below_median_poc_other
06071010029,2,0.554016620498615,361,"San Bernardino County, Census Tract 100.29",348,4295,2181,33.8,47.8,3.1,2.4,1.3,0.2,30.1,23.7,21.6,18.9,24.1,50.779976717112916,52996,35.6,above_median_poc_other
06073010013,39,4.299889746416759,907,"San Diego County, Census Tract 100.13",266,6009,2802,31.3,13.9,0.6,2,0.6,0.1,51.8,22.8,24.5,19.3,21.799999999999997,46.63005491762357,56894,54.4,above_median_poc_other
06071006201,1,0.33444816053511706,299,"San Bernardino County, Census Tract 62.01",388,4109,2005,32.4,27.5,8.4,3.6,1.7,0.7,40.8,22.900000000000002,23,19.5,24.1,48.79532733025067,56094,52.8,above_median_poc_other
06037201402,6,2.643171806167401,227,"Los Angeles County, Census Tract 2014.02",271,4046,1965,40.7,17.4,1.1,2.4,18.6,0.2,36.1,14.7,19.2,21.5,24.799999999999997,48.56648541769649,54137,39.6,above_median_poc_other
06037433306,9,5,180,"Los Angeles County, Census Tract 4333.06",320,3111,1549,34.9,11.1,1.5,1.4,32,0,39.1,18.9,23.999999999999996,19.7,24,49.791063966570235,56010,42,above_median_poc_other
06037602602,0,0,161,"Los Angeles County, Census Tract 6026.02",832,3339,1516,42.8,6.3,59.7,0.6,6.4,0.5,19.1,16,18.799999999999997,18,26.9,45.40281521413597,50491,79.4,above_median_poc_other
06067009633,9,3.202846975088968,281,"Sacramento County, Census Tract 96.33",695,3573,1763,31.8,14.5,18.9,1.1,23.8,4,23.5,22.6,24.299999999999997,22.4,20.8,49.342289392667226,57321,43.5,above_median_poc_other
06111005908,0,0,52,"Ventura County, Census Tract 59.08",102,2945,1437,43.1,64.2,1.6,0.8,12.1,0,5.6,17.4,16.6,18.9,28.599999999999998,48.79456706281833,116164,8,below_median_poc_other
06037800406,1,6.25,16,"Los Angeles County, Census Tract 8004.06",243,1673,834,53.5,80.6,1.6,0.4,3.3,0.4,5.3,9.2,17,13.3,31.1,49.85056784219964,149048,7.3,below_median_poc_other
06073005102,2,2.9850746268656714,67,"San Diego County, Census Tract 51.02",405,4428,2595,35.7,62.7,7.5,1.2,8.6,0.3,6.7,3.5,26.799999999999997,38.7,24.4,58.60433604336044,72000,15.399999999999999,below_median_poc_other
06065042217,0,0,163,"Riverside County, Census Tract 422.17",146,5488,2694,41.2,57.8,7.1,0.8,9.3,0.5,10.1,15,20.8,18.3,28.2,49.088921282798836,104091,18,below_median_poc_other
06013307205,18,5.6426332288401255,319,"Contra Costa County, Census Tract 3072.05",227,7484,3573,35.1,27.9,24.3,1.6,9.1,1.9,20.8,20.4,21.299999999999997,22.2,23.5,47.74184927846072,58430,46.7,above_median_poc_other
06077003214,0,0,124,"San Joaquin County, Census Tract 32.14",464,3221,1530,41.5,38.7,9.4,1.3,17.2,1.1,16.1,17.6,19.1,17.3,24.700000000000003,47.500776156473144,96375,26.800000000000004,above_median_poc_other
06113011203,3,3.3707865168539324,89,"Yolo County, Census Tract 112.03",150,2657,1271,44.9,70.2,0.5,1.1,2.3,0.2,11.3,17.4,14,18.6,24.3,47.835905156191195,111250,12.9,below_median_poc_other
06085509801,0,0,93,"Santa Clara County, Census Tract 5098.01",129,6196,3143,38.9,51.5,1.1,0.4,30.6,0.1,5.3,18.4,17.299999999999997,23.7,27.200000000000003,50.726275016139446,139338,6.8,below_median_poc_other
06083002011,3,0.641025641025641,468,"Santa Barbara County, Census Tract 20.11",251,5953,2918,35.4,42.9,1.6,2.5,4.6,0.1,28.4,20,22.9,18.1,23,49.01730220057114,83238,32.5,above_median_poc_other
06065044406,0,0,82,"Riverside County, Census Tract 444.06",239,2927,1519,50.7,71.7,1.2,2,3.8,0.1,9.1,14.9,14.3,15.200000000000001,27.4,51.896139391868815,42727,12.3,below_median_poc_other
06037920039,2,3.125,64,"Los Angeles County, Census Tract 9200.39",441,1808,913,44.1,54.8,2.6,0.8,9.3,0.1,12.4,16.4,17.1,17.1,31.4,50.49778761061947,128125,15.8,below_median_poc_other
06075016802,5,5.747126436781609,87,"San Francisco County, Census Tract 168.02",229,3928,2209,35.1,52,8.5,1.1,18.8,0.4,6.9,7.4,25.099999999999998,37.1,22.2,56.23727087576375,89318,16.5,below_median_poc_other
06065042210,2,0.7299270072992701,274,"Riverside County, Census Tract 422.1",399,4995,2467,25.7,32.3,12,2.1,12.2,0.2,28.5,14.100000000000001,49.699999999999996,19.7,12.5,49.389389389389386,32321,42.6,above_median_poc_other
06065042515,11,3.293413173652695,334,"Riverside County, Census Tract 425.15",759,3794,1840,28.2,16.9,12,1.9,2.8,1.2,42.7,28.7,24.5,21.2,18.1,48.49762783342119,36000,56.6,above_median_poc_other
06083000400,1,2.4390243902439024,41,"Santa Barbara County, Census Tract 4",264,4913,2294,43.7,73.8,1,0.9,4.3,0.1,6.5,10.2,19.200000000000003,21.9,25.7,46.69244860573987,115924,8.4,below_median_poc_other
06099000909,4,1.809954751131222,221,"Stanislaus County, Census Tract 9.09",357,4746,2220,36.6,55.6,4.3,2.1,5.5,0.9,17,19.799999999999997,19.799999999999997,20.5,22.5,46.77623261694058,65031,23.4,above_median_poc_other
06067008510,0,0,46,"Sacramento County, Census Tract 85.1",226,5292,2621,43.9,65.4,1.3,0.7,18.7,0.2,2.3,18.9,16.5,16.5,33.1,49.5275888133031,165759,4.3,below_median_poc_other
06113010513,0,0,45,"Yolo County, Census Tract 105.13",168,2964,1367,24.9,57.9,2.4,0.7,18.2,0.3,9.2,9.8,53.2,14.2,11.600000000000001,46.120107962213226,54583,12.299999999999999,below_median_poc_other
06037576602,3,3.488372093023256,86,"Los Angeles County, Census Tract 5766.02",317,4403,2238,40.3,54.3,10.4,1.2,7.8,0.8,11.1,5.2,19.8,32.3,28.5,50.82898024074495,71759,22.7,below_median_poc_other
06073009101,3,1.8404907975460123,163,"San Diego County, Census Tract 91.01",300,5652,2844,42.8,71.2,1.6,0.6,6.1,0.3,5.6,13.899999999999999,16.7,22.4,26.699999999999996,50.318471337579616,105508,7.8,below_median_poc_other
06037543804,2,1.6528925619834711,121,"Los Angeles County, Census Tract 5438.04",330,4835,2313,51.7,21.6,12.3,0.8,41.6,1.8,13.8,9.1,14.8,15.8,35.3,47.838676318510856,89667,26.900000000000002,above_median_poc_other
06079010701,2,3.4482758620689653,58,"San Luis Obispo County, Census Tract 107.01",233,4717,2312,45.3,74.9,0.5,0.9,5.4,0.1,6.5,15.299999999999999,13.700000000000001,20.8,26.7,49.01420394318423,74122,7.9,below_median_poc_other
06071002307,5,1.358695652173913,368,"San Bernardino County, Census Tract 23.07",299,5004,2469,34.7,20.7,6.8,2.4,3.8,0.1,46.2,19.900000000000002,24.2,19.7,25.1,49.34052757793765,69332,55.400000000000006,above_median_poc_other
06037291210,6,2.2641509433962264,265,"Los Angeles County, Census Tract 2912.1",174,5162,2565,37.2,13.5,13.5,1.7,16.6,0.5,38.7,17.5,22.299999999999997,20.700000000000003,25.2,49.69004261913987,48277,53.900000000000006,above_median_poc_other
06085505700,6,2.371541501976284,253,"Santa Clara County, Census Tract 5057",122,5738,2861,33.5,48.3,2.9,1.2,23.1,0.5,11,15,27.2,26.5,21.5,49.86057859881492,117500,15.1,below_median_poc_other
06037232601,7,4.605263157894736,152,"Los Angeles County, Census Tract 2326.01",870,2052,993,34,8.3,23.2,3.2,0.6,0.1,52.2,19.799999999999997,24.6,19.2,25.7,48.39181286549707,43958,78.6,above_median_poc_other
06085504416,8,4.371584699453552,183,"Santa Clara County, Census Tract 5044.16",159,3758,1864,38.9,13.8,2.2,0.9,71.1,0.5,5.5,20.2,17.1,22.2,27,49.60085151676424,150047,8.6,below_median_poc_other
06013313107,0,0,101,"Contra Costa County, Census Tract 3131.07",292,3071,1518,38.9,34.2,11.7,1.6,11.5,1.8,21,18.2,19.1,20.1,24.200000000000003,49.430153044610876,122727,34.3,above_median_poc_other
06037106649,0,0,126,"Los Angeles County, Census Tract 1066.49",109,2754,1373,38.1,18.9,2.4,2.8,18,0,38.3,16.1,23.5,18.7,27.9,49.854756717501814,94471,43.5,above_median_poc_other
06037542502,15,3.7783375314861463,397,"Los Angeles County, Census Tract 5425.02",828,4310,2077,30.6,7.8,32.8,1.3,0.7,1.4,46.4,24.5,24.8,20.2,22,48.19025522041763,47000,80.5,above_median_poc_other
06073016201,2,1.1235955056179776,178,"San Diego County, Census Tract 162.01",279,6079,2963,45.9,73.4,1.9,0.6,4.8,0.7,5.3,17.6,14.7,16.6,27.2,48.74156933706202,112257,7.8,below_median_poc_other
06037402101,4,1.183431952662722,338,"Los Angeles County, Census Tract 4021.01",835,4748,2296,33.9,16.8,9.9,1.8,9.1,0.1,44.6,17.900000000000002,26.200000000000003,19.9,24.6,48.35720303285594,80417,56.300000000000004,above_median_poc_other
06059088402,10,2.9585798816568047,338,"Orange County, Census Tract 884.02",341,4679,2264,36.7,23,1.8,1.7,26.6,0.6,31.4,15.9,25,19.4,27.3,48.38640735199829,63160,34.9,above_median_poc_other
06043000102,4,10.526315789473683,38,"Mariposa County, Census Tract 1.02",191,2619,1322,52.2,80.1,0.8,2.4,1.1,0,4.2,14.899999999999999,12.8,15.700000000000001,27,50.47728140511646,51511,7.4,below_median_poc_other
06059011502,3,1.0676156583629894,281,"Orange County, Census Tract 115.02",190,4206,2053,35.2,32.4,1.9,2.4,16.3,0.5,24.7,17.3,24.799999999999997,21.6,24.8,48.811222063718496,78500,29,above_median_poc_other
06039000602,39,4.220779220779221,924,"Madera County, Census Tract 6.02",525,4736,2402,29.3,20.5,1.5,13.4,0.5,0.1,47.1,28.999999999999996,22,21.2,17.099999999999998,50.7179054054054,33010,62,above_median_poc_other
06065045900,3,2.7777777777777777,108,"Riverside County, Census Tract 459",592,1511,754,38.9,41.4,5.2,1.3,0.8,0.1,32.6,21.9,19.1,16.5,26.700000000000003,49.90072799470549,44250,39.1,above_median_poc_other
06067007801,10,5,200,"Sacramento County, Census Tract 78.01",326,5807,2800,40.5,72.3,4.6,0.8,7,0.4,3.6,17.4,18.5,19.1,23.9,48.21766833132426,67135,9,below_median_poc_other
06053010400,33,5,660,"Monterey County, Census Tract 104",635,7515,3774,28.2,17.9,0.7,3.8,2.3,0.1,57.6,28.1,24.5,20.8,18.7,50.219560878243506,66839,62.1,above_median_poc_other
06019000400,47,8.818011257035648,533,"Fresno County, Census Tract 4",609,5384,2792,30.2,19.9,4.7,4.6,5,0.1,50.7,25.7,24,20.4,21.6,51.857355126300156,29901,60,above_median_poc_other
06037402705,4,2.1505376344086025,186,"Los Angeles County, Census Tract 4027.05",579,3432,1726,36.6,21.8,4.2,3,6.6,0.2,42,17.5,22.9,20.4,26.4,50.291375291375296,78667,49.2,above_median_poc_other
06085510200,0,0,21,"Santa Clara County, Census Tract 5102",88,4549,2230,46.3,54.4,0.6,0.1,34.2,0.2,1.5,20.2,14.8,12.899999999999999,32.2,49.021763024840624,NA,2.2,below_median_poc_other
06071008601,7,3.431372549019608,204,"San Bernardino County, Census Tract 86.01",249,6404,3140,35.1,48.9,5.5,1.3,5.9,0.5,16.1,19.5,22.700000000000003,22.5,23.9,49.03185509056839,71786,22.900000000000002,below_median_poc_other
06067009335,5,1.7006802721088436,294,"Sacramento County, Census Tract 93.35",275,6166,2974,33.1,10.5,13.8,0.6,55,3.8,6.7,23.1,22.299999999999997,21.6,23.1,48.23224132338631,95040,21.1,below_median_poc_other
06065044505,10,1.9762845849802373,506,"Riverside County, Census Tract 445.05",478,6864,3468,41.2,41.4,1.4,1.7,2.9,0,35.9,17.700000000000003,19.5,16.4,25.4,50.52447552447552,58690,39,above_median_poc_other
06111000500,4,5.263157894736842,76,"Ventura County, Census Tract 5",501,1786,888,41.8,38.5,0.2,1.6,1.1,0.1,36.1,18.6,17.5,18.3,23.3,49.72004479283314,58125,37.9,above_median_poc_other
06037402801,7,1.832460732984293,382,"Los Angeles County, Census Tract 4028.01",728,4911,2473,29.4,14.1,1.8,3.3,2.5,0.1,61.3,25.1,26,20.1,22.799999999999997,50.3563429036856,45756,66.39999999999999,above_median_poc_other
06041104200,3,1.2,250,"Marin County, Census Tract 1042",87,5733,2729,48.9,66.1,2.4,1.8,5.4,0.1,12,14.899999999999999,13.799999999999999,16.799999999999997,27.200000000000003,47.60160474446189,93431,16.2,below_median_poc_other
06007001800,2,2.7027027027027026,74,"Butte County, Census Tract 18",1639,840,418,55.5,86.1,0.4,1.9,1.9,0.7,1.2,11.8,10.8,14.600000000000001,31.5,49.76190476190476,36902,3.5,below_median_poc_other
06067008506,0,0,36,"Sacramento County, Census Tract 85.06",141,2827,1276,36,47.3,2.8,0.5,35.1,0.4,3.1,13.3,22,25.7,16.099999999999998,45.13618677042802,71141,6.4,below_median_poc_other
06099001601,8,1.8140589569160999,441,"Stanislaus County, Census Tract 16.01",541,4968,2541,30.3,24,2.8,2.1,9.7,0.2,47.6,26.299999999999997,23.2,19.8,21.5,51.14734299516909,43077,52.5,above_median_poc_other
06037128101,2,1.1299435028248588,177,"Los Angeles County, Census Tract 1281.01",438,3635,1779,36.8,49.1,2.5,1.1,4.9,0.5,28.3,16.200000000000003,21.6,24.6,26.099999999999998,48.94085281980743,58125,31.900000000000002,above_median_poc_other
06033000704,0,0,23,"Lake County, Census Tract 7.04",918,2158,1122,40.9,62.7,4.9,2.6,0.7,0,14.2,19.9,16.3,17.5,27.799999999999997,51.99258572752549,42337,21.7,below_median_poc_other
06001440307,6,5.084745762711865,118,"Alameda County, Census Tract 4403.07",224,4459,2097,47.4,19.4,5,0.8,52.5,1.2,9.8,12.1,15.5,19.900000000000002,26.900000000000002,47.028481722359274,79483,15.600000000000001,below_median_poc_other
06065044102,0,0,244,"Riverside County, Census Tract 441.02",738,2825,1387,34.4,39.4,6.1,2.8,4.5,0,29.6,21.900000000000002,20.8,19.3,24.200000000000003,49.097345132743364,39839,38.5,above_median_poc_other
06037571201,1,1.0869565217391304,92,"Los Angeles County, Census Tract 5712.01",132,3775,1846,44.5,51.2,6,0.8,11,0.7,12.8,12.2,19.8,18.4,29.2,48.90066225165563,104846,19.6,below_median_poc_other
06053011203,22,2.5851938895417157,851,"Monterey County, Census Tract 112.03",396,7798,3994,27.7,14,0.5,9.1,0.5,0,44.4,29,24.9,21.3,17.5,51.218261092587845,62656,54,above_median_poc_other
06065045303,3,0.7317073170731708,410,"Riverside County, Census Tract 453.03",601,3141,1552,29.1,20,1.3,1.5,1,0,48.5,27.8,23.9,20.4,19.8,49.41101560012735,22813,51.3,above_median_poc_other
06037222001,10,5.9880239520958085,167,"Los Angeles County, Census Tract 2220.01",740,3218,1576,39.3,14.1,21,2.3,5,0.4,43.8,16.299999999999997,19.9,21.6,25.799999999999997,48.97451833436917,79082,67.1,above_median_poc_other
06097152204,1,1.1494252873563218,87,"Sonoma County, Census Tract 1522.04",98,5103,2321,42.8,64.7,2.3,1,7.6,0.9,9.2,16.7,15.2,20.1,22.9,45.483049186752886,69549,12.5,below_median_poc_other
06067009644,0,0,61,"Sacramento County, Census Tract 96.44",240,3328,1535,44.3,38.6,10.5,0.6,28.8,0.7,6,15.899999999999999,17.3,17.4,30.8,46.12379807692308,118149,17.1,below_median_poc_other
06073006500,1,2.7777777777777777,36,"San Diego County, Census Tract 65",447,3338,1795,48.5,60.1,8.2,1.3,5.9,0.3,12.6,7.3999999999999995,15.5,23.7,28.2,53.77471539844218,60682,22.1,below_median_poc_other
06059088002,0,0,237,"Orange County, Census Tract 880.02",150,3990,1941,42.4,25.2,1.1,1,47.2,0.4,15.3,14.700000000000001,20.5,17.4,30,48.64661654135338,71330,17.400000000000002,below_median_poc_other
06071002031,2,0.7168458781362007,279,"San Bernardino County, Census Tract 20.31",205,6318,3146,39.7,39.4,7.4,1,26.7,0.1,9.6,18.3,20.2,18.7,30.9,49.794238683127574,121588,18,below_median_poc_other
06059062643,0,0,82,"Orange County, Census Tract 626.43",82,7333,3585,50.8,62.6,0.5,0.2,27.3,0,1.2,15.799999999999999,14.7,11.4,33,48.888585844811125,203024,1.9,below_median_poc_other
06037600911,3,1.7543859649122806,171,"Los Angeles County, Census Tract 6009.11",545,3282,1544,38.3,15.8,28.9,1.9,2,0.3,36.2,16,21.7,22.7,26.3,47.044485070079226,63833,67,above_median_poc_other
06037571502,3,1.0638297872340425,282,"Los Angeles County, Census Tract 5715.02",667,5067,2400,40,25.1,14.5,1.4,21.4,0.8,23.6,16.1,19.5,21.4,27,47.365304914150386,54535,39.5,above_median_poc_other
06037550802,2,1.8867924528301887,106,"Los Angeles County, Census Tract 5508.02",190,2632,1329,36.1,23.4,2.2,2.1,4.5,0,42.9,19.4,22.6,19.1,26.200000000000003,50.49392097264438,85017,47.2,above_median_poc_other
06085503322,0,0,214,"Santa Clara County, Census Tract 5033.22",185,4310,2129,40.8,14.8,4.8,1.9,47.9,0.6,20.1,15.7,22,17.3,29.5,49.39675174013921,112763,26.8,above_median_poc_other
